review,sentiment
"I can say without a shadow of a doubt that Going Overboard is the single worst film i have ever seen, and yes, I have seen Cujo. Adam Sandler is an abomination as Schecky Moskowitz, a wannabe comedian working on a cruise liner. That's the plot.<br /><br /> That's it! Nothing else in the film makes sense, it's all over the place like a mad man's breakfast, and not in a wacky naked gun kind of way, but more of a frustrating, 'throw both shoes at the t.v' kind of way. even General Noriega makes an appearance, for no reason i can comprehend (it certainly wasn't for humour). Add to the mix Miss Australia, who has the worst Australian Accent i've ever heared, and you have something which i won't call the worst film ever made, because Going overboard doesn't even fit the basic definition of a film. I highly recomend seeing this film, as it will elevate the standing of every bad film you ever see. I guarantee the first thing you'll say after seeing a bad film will be ""at least it wasn't as bad as Going Overboard"".",negative
"I first flicked onto the LoG accidentally one night while waching television: since then, I have never missed an episode.<br /><br />It's humour is very weird, like a cross between Brass Eye's social commentary, the Fast Show's excellent one-liners, and an amazing plot that seems to develop each week without ever going anywhere. The best example of this was Hillary Briss's special stuff - what was that all about?<br /><br />The humour will not appeal to all. Some will say it's just too sick, and it's easy to see where they're coming from. Nonetheless, give it a try. If you don't like it, don't watch it, but if you do like it you'll be very glad you took my advice.",positive
"Jim Carrey is one of the funniest and most gifted comedians in film today. With his hyperactive spontaneity and his rubber face he can just go crazy, and we love him for it. He has the ability to make mediocre comedies (ala Ace Ventura), and turn them into decent comedic outings. Or, in the case of 'Liar Liar', make them some of the most hilarious contemporary comedies around. Carrey has also proven himself capable of tackling dramas. He was excellent in both 'Man on the Moon' and 'The Truman Show.' The guy is remarkable.<br /><br />Then comes 'Bruce Almighty,' an ideal vehicle for Carrey, and a premise that should have worked; Carrey, after complaining about God and how his life stinks, is enabled with God's powers. However, the script is pure recycled garbage. Now, no matter how bad a script is, Carrey's improvisation alone sometimes makes an unfunny scene funny. The problem is that there are very few opportunities for Carrey to be unleashed because so much of the comedy relies on silly special effects, only some of which are amusing. Carrey is rarely able to improvise because he has to work around the special effects. The writers apparently thought that all these special effects and superpower sequences were funny, because the rest of the movie is simply filler giving Carrey nothing else to work with besides a whiny character who is absolutely humorless. He seems more like a 5-year yearning for our attention, wanting the viewer to find what he is doing funny, when it's really just annoying.<br /><br />I have always enjoyed Jennifer Aniston on 'Friends' and she was superb in last year's 'The Good Girl.' She too has a gift for comedy, but with the script as linear as it is, she is simply given the part of the bitter girlfriend. She comes across as nagging, grumpy, and there is no chemistry between the two stars.<br /><br />'Bruce Almighty' should have been a comedy that works. But it doesn't even have the guts to tackle the subject matter that it's making fun of; religion. A few minor giggles (his internet is Yehweh), but instead it's just turned into a comedic superpower comedy. Not to mention that it's tone shifts from silly to heavy-handed, and even black comedy at times. The movie fails on nearly every level. That's not to see it is entirely devoid of laughs, but it's close. Any movie that feels the need to incorporate scenes of a dog peeing to get it's laughs has problems. But hey, if you find pee jokes funny, go for it.<br /><br />",negative
"The only real highlight in the movie is the death of the sniveling guy and the reaction of the surviving characters to it.<br /><br />In every other way, this film is a very lame rip-off of Jaws, Lake Placid, and Alligator, with a little bit of Godzilla (1998) thrown in.<br /><br />As is standard for a 1990's-style horror movie, the two non-starring females each take their clothes off at least once. The female lead doesn't, since she obviously has a better agent. <br /><br />The whole movie surrounds the filming of a really dumb extreme sport called blood surfing, in which surfers cut themselves and surf in shark-infested waters. In this film, a giant salt-water crocodile also happens to be in the area. People get eaten. The movie ends.<br /><br />I don't mind a bad horror movie, but I really hate a dull bad horror movie, which this definitely is.",negative
the director of this movie must have been mentally ill or even high ... when he accepted to direct this movie... ... i'd rather stare at my ceiling for 5 hours straight instead of being ... punished to watch that stupid movie ... my parents make me watch it as punishment...... ... Don't WATCH IT !!! the director of this movie must have been mentally ill or even high ... when he accepted to direct this movie... ... i'd rather stare at my ceiling for 5 hours straight instead of being ... punished to watch that stupid movie ... my parents make me watch it as punishment...... ... Don't WATCH IT !!! the director of this movie must have been mentally ill or even high ... when he accepted to direct this movie... ... i'd rather stare at my ceiling for 5 hours straight instead of being ... punished to watch that stupid movie ... my parents make me watch it as punishment...... ... Don't WATCH IT !!!,negative
"The film disappointed me for many reasons: first of all the depiction of a future which seemed at first realistic to me was well-built but did only feature a marginal role. Then, the story itself was a weak copy of Lost in Translation. The Middle-Eastern setting, man with family meets new girl overseas, karaoke bar, the camera movements and the imagery - all that was a very bad imitation of the excellent Lost in Translation which had also credibility. This movie tries to be something brilliant and cultural: it is not. I wonder why Tim Robbins even considered doing this film!? The female main actress is awful - did she play the precog in Minority Report? And why do you have to show the vagina in a movie like this? Lost in Translation didn't have to show excessive love scenes. R-Rated just for this? This movie isn't even worth watching it from a videostore!",negative
"This is one of those movies I watched, and wondered, why did I watch it? What did I find so interesting about it? Being a truck driver myself, I didn't find it very realistic. No, I've never used a 'lot lizard', nor have I ever seen, nor heard about one traveling around the country in a brand new seventy thousand dollar RV, either.<br /><br />Same thing about a pimp whom has never sampled the lady in question (until the end of the movie, and well, he still really didn't...), and only getting 50 bucks 'a cut', when the prostitute gets $200.00 (well, $150.00 after his cut, yeah...).<br /><br />I still laugh at the lot lizard comment Ivey made (them's Lot Lizards, they'll screw anything with 20 bucks, and some are men dressed as woman... or something equally as weird), meaning, we're better then them, as we may still be prostitutes, but we get paid BETTER.<br /><br />Other then that, it's just a story of a young woman whom wanted something more from life then a dead end job while living at home (she's 18, remember?) and embarrassed by her mother basically doing the same thing (dead end job). At least she had a roof over her head and a job. She turned FIVE tricks on the road... I wonder if the $750.00 she made was worth it? I'd guess not.",negative
"This movie was seriously awful. The acting was the worst! It was worse than a student film. Super cheesy, and I think the worst actor was the old lady. At first I thought to myself, well it's an old movie. Then I remembered that that is no excuse! I've seen older movies with way better acting and such.<br /><br />The music was terrible to. It was really choppy. The editing was poor (most of the dialog was out of sync.)<br /><br />Overall, this movie doesn't even deserve a 1. I only watched it because I was so bored, and the movie hardly entertained me. It was just laughable. My dead grandmother's left pinkie toe could make a better movie than this.",negative
"With all this stuff going down at the moment with MJ i've started listening to his music, watching the odd documentary here and there, watched The Wiz and watched Moonwalker again. Maybe i just want to get a certain insight into this guy who i thought was really cool in the eighties just to maybe make up my mind whether he is guilty or innocent. Moonwalker is part biography, part feature film which i remember going to see at the cinema when it was originally released. Some of it has subtle messages about MJ's feeling towards the press and also the obvious message of drugs are bad m'kay.<br /><br />Visually impressive but of course this is all about Michael Jackson so unless you remotely like MJ in anyway then you are going to hate this and find it boring. Some may call MJ an egotist for consenting to the making of this movie BUT MJ and most of his fans would say that he made it for the fans which if true is really nice of him.<br /><br />The actual feature film bit when it finally starts is only on for 20 minutes or so excluding the Smooth Criminal sequence and Joe Pesci is convincing as a psychopathic all powerful drug lord. Why he wants MJ dead so bad is beyond me. Because MJ overheard his plans? Nah, Joe Pesci's character ranted that he wanted people to know it is he who is supplying drugs etc so i dunno, maybe he just hates MJ's music.<br /><br />Lots of cool things in this like MJ turning into a car and a robot and the whole Speed Demon sequence. Also, the director must have had the patience of a saint when it came to filming the kiddy Bad sequence as usually directors hate working with one kid let alone a whole bunch of them performing a complex dance scene.<br /><br />Bottom line, this movie is for people who like MJ on one level or another (which i think is most people). If not, then stay away. It does try and give off a wholesome message and ironically MJ's bestest buddy in this movie is a girl! Michael Jackson is truly one of the most talented people ever to grace this planet but is he guilty? Well, with all the attention i've gave this subject....hmmm well i don't know because people can be different behind closed doors, i know this for a fact. He is either an extremely nice but stupid guy or one of the most sickest liars. I hope he is not the latter.",positive
"You should not take what I am about to say lightly. I've seen many, many films and have reviewed a great deal of them, in print. So when I tell you that this film has the single funniest scene I have ever seen in a movie, you might want to listen to me. There's a lot of diversity of opinion as to what makes this INCREDIBLY stupid movie as funny as it is. And to those who just didn't get, well, I can't blame them, too much. The scene I speak of, comes at about the 30 minute mark and involves a dead convict shackled to John Candy. Up until that point, I had found the film dumb, confusing and it was beginning to lose me. When this scene came up, I laughed so hard, I peed my pants. No movie has ever done that to me before. When the project began, ""Going Berserk"" was supposed to be the SCTV movie. I remember it being announced. As time went on, the cast was whittled down To John Candy, Joe Flaherty & Eugene Levy. There also must have been a regime change at Universal, while it was being shot, because upon being released, it was shown in nearly ZERO theaters. When watching this a second time, I listened to the theme song (which actually flaunts how incomprehensible the plot is, in the lyrics), relaxed my logic nerve and figured out what was going on. Aside from the aforementioned routine, ""Going Berserk"" has many other hilarious scenes to recommend it. This is almost a 3 Stooges flick, except it's much funnier. Director David Steinberg has razor sharp timing, and he must have been laughing all through this. As for Candy, who's basically in charge here, he has NEVER been funnier. With all the plot devices and explanatory scenes thrown out the window, he absolutely runs wild. Flaherty and Levy follow him effortlessly. There is a plot, but it's a plot like ""Animal House"" had a plot, and yeah, the script is uneven, and a little slow to start. Once you know this, however, you can well appreciate the full SCTV style craziness that transpires. It IS stupid, but it's stupid on purpose, and you need to remember that when you see it. DO see it, and discover for yourself, if it has the funniest scene of all time in it.",positive
"Set in and near a poor working class town in the mountains of rural Italy, it's a story of madness. The landscape may be quite picturesque, but there's madness herein, concealed behind the mask of a person who seems outwardly normal. This person kills little children.<br /><br />In style and tone this film resembles Dario Argento's famous Italian giallos, those fascinating whodunit horror films, except that Argento's films are much better looking. Still, the visuals in Fulci's ""Don't Torture A Duckling"" are competent, with some interesting compositions and lighting. Lightning and thunder on a rainy night enhances suspense in one sequence wherein one of the ""ducklings"" is vulnerably alone.<br /><br />In one sequence the gore is a bit overdone. But this is no slasher film. A legitimate theme undergirds the story. And that theme is that madness can take many unexpected forms, not just the obvious delusions of people who practice voodoo or black magic.<br /><br />Plenty of red herrings render the puzzle solution difficult if the viewer doesn't assume an agenda on the part of the director. Don't dismiss someone who might not seem to be a suspect. The twist near the end provides good misdirection. However, in one scene midway through, a line of dialogue could have been added to clarify the relationship between two characters, one of whom is the murderer. The film's finale takes place on a beautiful mountaintop with the wind whistling in the background. We see flashbacks to clues and get insights into the killer's mindset.<br /><br />I don't care for the film's widescreen projection. But background music is effective, and ranges from jarringly creepy at the beginning to low-key jazz, to indigenous Italian songs. Acting is generally average, though in a couple of cases, it's a bit overdone.<br /><br />Though not as visually brilliant as Argento's giallos, ""Don't Torture A Duckling"" nevertheless is a fine film, one that contains a thematic storyline and enough of a whodunit puzzle to interest most viewers who like thrillers and murder mysteries.",positive
"This movie could have had a lot of potential. Certainly with today's technology, one would expect real special effects. But movies are not made with special effects alone, of course acting is needed. This film lacked both!<br /><br />First, let me say to those who are upset with this not following the bible: why can't a movie take artistic license? If you want to know about the story of Moses, read the bible. I have seen very few movies that follow a true story fact by fact. Look at of movie from its artistic quailities.<br /><br />In viewing this movie, you will inevitably compare it to the 1956 version. It fails miserably in that. Heston and Brenner had PRESENCE. They became their roles. You don't see this here.<br /><br />Even if you don't compare, standing on it's own, this movie to too rushed. Parts where a scene should be developed, it does not. It becomes boring.<br /><br />My advice: skip this and watch the other. As campy as the other is, it's far and away the better movie.",negative
"Great movie. I was laughing all time through. Why? Well, I am from Austria, I can get along with the German (Bavarian) kind of humor. So I guess this movie makes only sense watching when you are German native speaker. Stefan and Erkan both are talking in a new kind of turkish-german accent, which became really popular in our Countries (GER & AUT). But of course they are very stupid. As in every comedy your personal humor will decide, whether thumb up or down.",positive
"For animation buffs it's a must, but even general audiences will enjoy THE CAMERAMAN'S REVENGE, a very early example of 'pixilation' by the hard-working pioneer Wladyslaw Starewicz. Starewicz and his helpers painstakingly manipulated a cast of flexible insect figures to tell this story, paving the way for the likes of Willis O'Brien, George Pal, Ray Harryhausen, and legions of modern digital effect creators.<br /><br />THE CAMERAMAN'S REVENGE is only about 10 minutes long, but packs in lots of amusing detail as the story follows the amorous adventures of two beetles from their home to a nightclub, a hotel, a cinema, and, eventually, a prison cell. There are two brief dance numbers at the nightclub (performed by a frog and a dragonfly), a scuffle between a beetle and a grasshopper, and a large-scale donnybrook at the cinema, which ends with the projector bursting into flames. Pretty elaborate goings-on for 1912, when even John Bray and Winsor MacCay were just getting started, and Walt Disney was still in grade school!<br /><br />It's interesting to note, too, what an impact the alteration of a silent movie's title cards can have on the story being told. I've seen two versions of this film offered by two video companies, and watched them back-to-back, and although the image content itself is almost identical, two different sets of intertitles tell two very different stories. (And the plot outline someone provided above tells yet a third story, which suggests that there's another version out there somewhere.) The British Film Institute's print, which has rhyming intertitles, tells the story of two sibling beetles, each secretly married, who hide this information from one another in order to inherit their late father's fortune. The other, Russian print, tells a simpler story of married beetles who are each guilty of infidelity. In the Russian version Mr. Beetle visits his girlfriend at the ""Gay Dragonfly"" nightclub, while in the English version brother Bill Beetle visits his wife at the music-hall. Personally, I prefer the straightforward-- and spicier --Russian story; the BFI version tries to cram too much plot into what should be a simple tale, and some of the rhymes are a bit awkward.<br /><br />Still, in any rendition, THE CAMERAMAN'S REVENGE is a delightful film, and would make an ideal lead-in to that other great animated work which features beetles, YELLOW SUBMARINE.",positive
"1989 was already a year in where Eddie Murphy wasn't that longer hot and started making movies that soon would be forgotten. Funnily enough, it was also the year in where Murphy directed his first film, but it also would be the first and last experiment. ""Harlem nights"" wasn't exactly what you can call a success even if it was great to see the two best black comedians together namely Murphy and Richard Pryor. Don't blame it on the actors as they all played their roles like you expected them do, even if you have to face (again) the typical Murphy-laugh. The worst thing from ""Harlem nights"" are both the scenario and its terrible decors. Everything is set in the roaring twenties and everybody has their profit from the forbidden clubs. Sugar Ray (Pryor) and his adopted son Quickie (Murphy) are gathering easily 10000 dollar per day but of course soon the mob and the corrupt police come around the corner to claim their part of the cookie. Sugar and Quickie aren't guys who give their money for free and have their own plans. You can watch ""Harlem Nights"" that's for sure, but if you puke from the moment you hear the name Murphy you better avoid as after all this movie is nothing but a lame excuse to see some good jokes.",negative
"It's astonishing that some people saw this as art. We saw it as a poorly filmed (shaky hand-held camera and all), (generally) badly acted, unscripted mess that seemed more like a high school film project with the kids experimenting in black & white film making. Injecting mounds of poetry in place of a story does not an art film make. When we watched this in the theatre, people were starting to have fits of the giggles (us included) at the endless stupidity of this self-indulgent, meandering mess. And believe me, it does seem endless. Had we finished our candy and popcorn, we too would have walked out of the theatre with the other two dozen people who packed up and left looking for something more interesting to do!",negative
"Whatever rating I give BOOM is only because of the superb location photography of Sardinia and Rome. Otherwise, this is only for hardcore addicts of ELIZABETH TAYLOR (her downward phase), and RICHARD BURTON (his miscasting phase). Tennessee Williams wrote ""The Milk Train Doesn't Stop Here Anymore"" and is supposed to be very fond of this adaptation of his play--but apparently, he was the only one. Taylor reportedly hated it and Burton needed the money.<br /><br />Whatever, it amounts to a hill of beans with Taylor posturing and fuming in her shrill manner, exploding at the servants and exchanging bad baby-talk with no less than NOEL COWARD who seems to be a visitor from another film when he finally appears.<br /><br />It's so campy that among Taylor fans it's probably considered a ""must see"" kind of thing. But if you can sit through this one without a drink in your hand, you're way ahead of me. Sadly, this is the film that signified the end of Taylor being taken seriously as a film actress, even after winning two Oscars. For Burton, it was equally disastrous and the critics called it a BOMB. Judge for yourself if you dare.",negative
"........and an extremely bad one at that!!! How long did this train-wreck last?? 14 episodes or something?? I can see why now.<br /><br />I bought the ""Serenity"" episode from Amazon Unboxed. It was my first purchase, so was free. That is the ONLY good thing about the experience (incident??)<br /><br />I won't comment really on the acting, since these were, I guess, fairly new people who hadn't really gotten the job down just right yet. At least I've never seen them before in any type of major show, theater or TV. If I did, then I have easily forgotten them.<br /><br />But the special effects were absolutely horrendous. True, this isn't exactly a multi-million $$ project, but the original Star Trek did better than this & that was THIRTY-FIVE YEARS ago. I especially got a laugh out of the bad guys (reapers or something like that) ship as it chased the hilarious looking Firefly, with smoke coming out of the engines looking something like a gigantic model rocket. I fully expected to eventually see the Wiley Coyote riding on top, while chasing after the Roadrunner. MODERN jet/rocket engines don't even do it that bad.<br /><br />And that wasn't even the worst of it. The wild-west type shoot-outs had me wondering if I was actually watching a sci-fi film or a Gene Autry one.<br /><br />Regardless of the hype, don't waste your time...I did...all 80-something minutes of the disaster called ""Firefly"".",negative
"*** Spoiler in fifth paragraph *** This was an amazingly frank (uh-huh, uh-huh) picture for 1955. Otto Preminger and Carlyle Productions took a chance by making it, the Motion Picture Association of America balked at certifying a film that openly shows a junky jabbing a syringe full of heroin into his arm. Frank Sinatra took a chance both on playing an addicted musician and at falling flat on his face in a role that required at least twice as much acting as he'd ever done. All in all these gambles paid off, the movie is a classic, though it's not perfect.<br /><br />Nelson Algren's novel may be great, but it has far too much going on to fit comfortably into a two hour movie 'The Man with the Golden Arm' is 119 minutes and often feels much longer. However, in my opinion it's not just Frankie Machine (Sinatra) that makes the film but the other characters and their sub-plots, all involving Frankie. Ultimately it's not just Frankie who has the addiction, everyone and everything seems to be dependent on him and he feels it keenly. When the pressure gets to be too much the drums start pounding on the soundtrack and Frankie steps across the street with his well-dressed ""friend"" Louie.<br /><br />It's an exaggeration to say that Frank Sinatra's music career was ever really in the doldrums, but in the early 50's he was in limbo between his days touring with big bands and the Las Vegas era. 'From Here to Eternity' established him as a serious actor and his career as a singer rebounded as well, but 'The Man with the Golden Arm' was still a significant challenge, the whole show sinks or swims with his performance. He pulls it off with such skill that for several minutes at a time I forgot I was watching Frank Sinatra, he must have known junky musicians and exploited that knowledge to the utmost.<br /><br />Set side by side with Billy Wilder's masterpiece 'The Lost Weekend' there is more emphasis on the sociological causes of addiction in 'The Man with the Golden Arm.' Whereas Don Birnem (Ray Milland in 'The Lost Weekend') seems to struggle mostly against himself, Frankie Machine is beset by external forces and he takes refuge in the needle. Neither approach is wholly right or wrong, mostly because addiction is impossible to fully explain, but it seems like this film might have benefited from a little more insight into Frankie's internal struggle.<br /><br />*** Spoiler *** One of the problems I have with this film is the clichéd reliance on ""quitting cold turkey."" I realize that 'The Man with the Golden Arm' was probably setting the trend rather than following it but that doesn't make it any better. In the beginning of the movie Frankie has to all appearances kicked his habit with the help of a doctor and a treatment facility of some sort. Naturally the drama of the film requires that he backslide, but I found the All-American ideal that a man has to face his problems alone (or maybe with the help of a good woman) out of place here. Going cold turkey and riding off into the sunset with Kim Novak seemed too unrealistic. The end of 'The Lost Weekend' was similar but in my opinion was a little less rosy.",positive
"I have no read the novel on which ""The Kite Runner"" is based. My wife and daughter, who did, thought the movie fell a long way short of the book, and I'm prepared to take their word for it. But, on its own, the movie is good -- not great but good. How accurately does it portray the havoc created by the Soviet invasion of Afghanistan? How convincingly does it show the intolerant Taliban regime that followed? I'd rate it C+ on the first and B+ on the second. The human story, the Afghan-American who returned to the country to rescue the son of his childhood playmate, is well done but it is on this count particularly that I'm told the book was far more convincing than the movie. The most exciting part of the film, however -- the kite contests in Kabul and, later, a mini-contest in California -- cannot have been equaled by the book. I'd wager money on that.",positive
"There is a reason to call this a teen flick. Out of 100 possible points I would put it somewhere in the teens. It is predictable, the acting is horrible, especially the minor roles, and above all else it is super predictable. The ending is so hokey that I should have left early and maybe it would have passed. By the way, could you call the male lead a pervert? I bet if it really happened, someone in my school district would have said so. Finally, in the school I grew up in, even though the average class had over 1000 students, we could have picked out a chump like Josie as being a fraud and we would have singled her out of the crowd. My final word is save your time, when it comes on TV watch something better, like the stock quotes.",negative
"Oliver Stone is not one to shy away from a movie or theme for that matter. He is eager to confront people with their fears or show them their ugly faces in the mirror. Look on his CV for proof! This movie is not an exception, quite on the contrary, it is another gem, that unfortunately not many have seen.<br /><br />As controversial movies go, this is one that you should be thankful for. A movie that should encourage you to think about you, the people next to you. The prejudices that do exist and that everyone of us has in one form or another. Either we like to admit it or not, but it is easier to categorize people and be like ""Ah he's 'xyz', yeah he must be like ..."". Now I might be reading too much into it, but I don't believe that. I believe that Oliver Stone is a very intelligent filmmaker and that he was aiming for those things. And if that's something you want to explore (as a movie or within yourself), than watch this film and be excited!",positive
"No movies have grabbed my attention like this one has. You see, I have wanted to watch this movie again for over twenty-five years. The one and only time I saw it was as a teen-ager which may have been the year it was released, 1977.<br /><br />What I do remember of the movie is that it touched those deep-held emotions so profoundly that there is still an overwhelming desire to watch it again. The intrigue this movie provides by the human element of father/son seeking and searching is sure to touch every human soul who watches it. Why this movie has not been brought out of storage and shown as often as many other movies of lesser depth, I do not know.<br /><br />Postscript: Received copy of movie and after watching it again was delighted to see that my memory held true. Rating reflects movie content. Would like to watch this movie on DVD as seeing this 1977 production on a used VHS tape took away from the overall quality.",positive
"One of my favorite movies. Great cast, lead by Jonathan Silverman and Blythe Danner. Serious drama situations with brilliant comedic punches. An exact mixture of character and story. Real people with real problems, and everyone has a different relationship with each family member. Sensitively moves from slightly-sad to hilariously-funny. Read the quotes. This is the best adaptation of a Neil Simon play.<br /><br />If you wanna see more of Eugene check Biloxi Blues (starring Matthew Broderick who played in both stage versions) is OK, a bit on a darker side. Get away from the made-for-TV Broadway Bound.",positive
"It takes patience to get through David Lynch's eccentric, but-- for a change-- life-affirming chronicle of Alvin Straight's journey, but stick with it. Though it moves as slow as Straight's John Deere, when he meets the kind strangers along his pilgrimage we learn much about the isolation of aging, the painful regrets and secrets, and ultimately the power of family and reconciliation. Richard Farnsworth caps his career with the year's most genuine performance, sad and poetic, flinty and caring. And Sissy Spacek matches him as his ""slow"" daughter Rose who pines over her own private loss while caring for dad. Rarely has a modern film preached so positively about family.",positive
"Just like all of Mel Brooks' other comedies, Men in Tights is hilarious. But in seeing this as an outrageous comedy, I think many fail to realize that the reason the movie is so funny is that the characters themselves are acted so well. Elwes is the well-spoken former British noble, Lewis is an eternally annoyed king (I hope it's worth all the NOOOOOOIIIISE!), DeLuise is a FANTASTIC godfather, Roger Rees is a worried and cynical sheriff.... The actors and actresses are so loyal to their parts that the jokes flow forth with ease. Yes, we've seen this kind of comedy before, but the only comedy to achieve better character development, in my opinion, is The Big Lebowski. Very very funny.",positive
"I like bad films, but this thing is a steaming heap. From the shaky cameramen to the horrible sound and devastating acting, don't waste a second on this pile. Fifth graders could have made a better film and first graders could have written a better script. Want a real synopsis? Ugly chicks in neon bikinis dancing for way too long. A disjointed plot made worse by hideous acting. The on-location sets weren't even passable. The church scenes take place in a dance studio, and oh yeah - what's with the two tap-dance numbers that come up out of the blue?<br /><br />Oh, and the total number of naked breasts, which couldn't have even saved this film - 0. Add this one to the trash heap.",negative
mature intelligent and highly charged melodrama unbelivebly filmed in China in 1948. wei wei's stunning performance as the catylast in a love triangle is simply stunning if you have the oppurunity to see this magnificent film take it,positive
"This movie was NOTHING like the book. I think the writer of the screenplay must have wanted the job of writing the sequel to Gone with the Wind and been turned down. This was his or her way of getting their ideas in anyway. The only similarity between this movie and the story it was portraying was the names of the principle characters and the location of the main action. None of the events that are shown in the movie happened that way in the book. For a Gone with the Wind fan (of both the book and the movie) this was deeply disappointing. If you loved the book Scarlett, don't watch this movie hoping to see it played out on the screen. They only share the title in common.",negative
"Annie Rooney lives with her officer father and brother Tim in the slums of New York, where she is constantly getting involved in many fights with the other neighborhood kids. Annie secretly has a crush on Joe Kelly (whose little brother Mickey is head of the gang that Annie constantly battles), who is in a gang that is headed for trouble, says Officer Rooney. Kelly sponsors a dance, where Tony plans to shoot Kelly in order to get even with him for making him look like a fool in front of his girl, but Officer Kelly gets fatally wounded instead. Tim (part of Kelly's gang) is told by Tony, and friend Spider, that Kelly shot his father, so he goes after him in vengeance. Annie learns of this and goes to stop her brother, if she is in time. Very good mix of humor and heart in this film, even though the plot doesn't start until the 40 minute mark of the film. Pickford is enjoyable (even though she was 33 playing a girl no more than 12-13) and really gets into her character. Haines doesn't play Kelly as tough as he should, but is able make the audience feel for him on an emotional level. The scenes where the officer tells Annie of her father's death and the ending really put a lump in your throat. The mix of all sorts of kids throughout the film are fun to watch. Rating, 8.",positive
"Principally it is the story of two men who were part of the Portuguese revolution. It was easy to understand the contest, but usually directors starts from a historical fact to speak about something else, or they shows also the period before or after this fact, here everything happen during that couple of days when the revolution acts. It could also be seen as a kind of documentary. The movie focalize to these two people, showing as normal they were, not like common heroes, because the revolution come from people. Although it was made from military army from the title you can understand that they were just ""capitaes"" as the main characters. Nice colors and lights during the whole movie, excellent work for the director being her first movie, she doesn't fall to the banal way. Well shown emotions and passion of people and crowd. The character of Maia (main one)is well-made and there is also a good interpretation for Stefano Accorsi, able to show Maia's limits, this not-being an hero.",positive
"""Deliverance"" is one of the best exploitation films to come out of that wonderful 1970's decade from whence so many other exploitation films came.<br /><br />A group of friends sets out on a canoe trip down a river in the south and they become victimized by a bunch of toothless hillbillies who pretty much try to ruin their lives. It's awesome.<br /><br />We are treated to anal rape, vicious beatings, bow and arrow killings, shootings, broken bones, etc... A lot like 1974's ""Texas Chainsaw Massacre,"" to say that ""Deliverance"" is believable would be immature. This would never and could never happen, even in the dark ages of 1972.<br /><br />""Deliverance"" is a very entertaining ride and packed full of action. It is one in a huge pile of exploitation films to come from the early 70's and it (arguably) sits on top of that pile with it's great acting, superb cinematography and excellent writing.<br /><br />8 out of 10, kids.",positive
"First, what is really great about this movie: <br /><br />- Ryan Reynolds, great acting! There are very few actors I really like and for now he is one of them. He has an amazing skill to impersonate characters. <br /><br />- The soundtrack! Very good music played at the right time. <br /><br />- The idea of a nine lost in his own world, incapable of leaving. <br /><br />Still, I give it only a 3 out of 10 for certain flaws: <br /><br />- Horrible second part. It seems that the director was very eager to make something new, but despite of the efforts it was really boring <br /><br />- Very annoying character Melissa. I couldn't stand the scenes with her - i.e. it was constantly annoying. She represents everything that is wrong with American woman. <br /><br />- Terrible explanation of the numbers. The director was so busy with character development, that he completely missed the point of a good story.. excuse me koalas? brr... terrible!<br /><br />This movie had great potential. The filming is nicely done, the music is really good, but nothing more.<br /><br />See it only if you are a fan of Ryan Reynolds, or have a lot of time to spare.",negative
"I just discovered this film and love it. Just the right mix of fast moving story, entertaining characters, hilarious moments (but not overloaded with stupid jokes), and fun performances by Kelsey Grammar, Harry Dean Stanton, Ron Schneider, Rip Torn and more. Buckman is especially good, and I really enjoyed watching the guy who played Stapanick.<br /><br />I also find it interesting that they used a real submarine, the Pampanito, for the running on top scenes and emulated it almost exactly for their sets. The set decoration is really impressive if you do a digital tour of the Pampanito online and then compare it to scenes in the movie. They did an excellent job on this film.<br /><br />What a light entertaining and truly enjoyable movie!",positive
"I want to state first that I am a Christian (and that I do work in the film and TV industry) so I understand what it is like to work on a feature length film so props to the filmmakers in that regard. I'm all for positive, uplifting messages if they are true to the nature of life (that this is a fallen world and that things don't always work out ... even for followers of Christ). I'm glad that others are having such overwhelmingly positive reactions to the overt Christian message; for me it was just that the execution is where the film fell on its face. A movie lives and dies on its story and here you have one dimensional stereotypes, exposition aplenty, and spontaneous changes in character behavior that are inexplicably to say the least. I believe that a film does not have to club you over the head with its message to get the point across. I'm sure the Kendrick bros. will improve with time and that their storytelling methods will as well. Maybe they could direct someone else's screenplay as their next project.<br /><br />* Sports films are not exactly my first love but a good one (Hoosiers, Field of Dreams, etc) can inspire in a multitude of ways. If you would be interested in a PG-rated film that inspires, give Steven Soderbergh's 'King of the Hill' a look. All truth is God's truth ...",negative
"The tighter the drama, the better the film of sister rivalry! This little gem was mainly promoted as a comedy upon its release in Sweden, so I'm glad to find that wasn't the whole case. Funny bits on small-town bickering are there to enjoy, surely, but the drama takes center stage, as the story progresses. And not just family drama, it also raises poignant questions on respecting differences of peoples' lifestyle choices.<br /><br />Great character ensemble with many superb and moving dramatic scenes that score credibility points; and they're not just scattershot, but hold everything in place. It just makes me assume that if Ingmar Bergman had made this (the drama would suit him!), the international attention probably would have been immediate.<br /><br />7 out of 10 from Ozjeppe.",positive
